usage_id,booking_id,service_id,quantity,total_cost
1108,761,4,2,300.0
1109,762,2,5,1000.0
1110,763,1,3,300.0
1111,764,4,3,450.0
1112,764,2,3,600.0
1113,764,3,2,1000.0
1114,765,3,4,2000.0
1115,765,4,4,600.0
1116,765,2,4,800.0
1117,766,1,1,100.0
1118,767,3,2,1000.0
1119,768,3,1,500.0
1120,768,4,4,600.0
1121,769,1,2,200.0
1122,769,2,5,1000.0
1123,771,2,1,200.0
1124,772,1,1,100.0
1125,772,2,2,400.0
1126,772,3,1,500.0
1127,773,2,1,200.0
1128,773,4,2,300.0
1129,773,1,1,100.0
1130,774,2,1,200.0
1131,776,2,1,200.0
1132,776,1,5,500.0
1133,778,1,1,100.0
1134,778,4,1,150.0
1135,778,3,2,1000.0
1136,779,4,2,300.0
1137,779,1,2,200.0
1138,779,3,5,2500.0
1139,780,1,1,100.0
1140,780,3,3,1500.0
1141,781,2,1,200.0
1142,781,1,2,200.0
1143,781,3,1,500.0
1144,782,3,4,2000.0
1145,784,3,4,2000.0
1146,784,2,4,800.0
1147,784,1,5,500.0
1148,786,2,3,600.0
1149,786,3,1,500.0
1150,787,2,1,200.0
1151,787,1,2,200.0
1152,787,4,4,600.0
1153,788,2,5,1000.0
1154,789,1,2,200.0
1155,789,4,2,300.0
1156,790,4,1,150.0
1157,790,3,2,1000.0
1158,791,4,1,150.0
1159,794,1,3,300.0
1160,794,3,3,1500.0
1161,795,4,1,150.0
1162,795,3,3,1500.0
1163,795,2,1,200.0
1164,796,4,3,450.0
1165,796,1,4,400.0
1166,797,3,1,500.0
1167,797,2,2,400.0
1168,797,4,5,750.0
1169,798,3,5,2500.0
1170,799,2,2,400.0
1171,799,1,4,400.0
1172,800,2,3,600.0
1173,801,1,5,500.0
1174,802,1,1,100.0
1175,802,2,4,800.0
1176,803,1,1,100.0
1177,803,4,3,450.0
1178,804,4,4,600.0
1179,805,1,2,200.0
1180,805,2,2,400.0
1181,806,2,3,600.0
1182,806,3,4,2000.0
1183,806,1,1,100.0
1184,807,3,1,500.0
1185,807,1,1,100.0
1186,808,4,3,450.0
1187,809,3,4,2000.0
1188,810,1,4,400.0
1189,810,2,3,600.0
1190,811,4,4,600.0
1191,811,1,5,500.0
1192,811,3,3,1500.0
1193,812,3,4,2000.0
1194,813,4,2,300.0
1195,813,1,2,200.0
1196,813,2,2,400.0
1197,814,4,3,450.0
1198,814,1,5,500.0
1199,814,2,2,400.0
1200,815,3,4,2000.0
1201,815,4,3,450.0
1202,816,4,1,150.0
1203,816,2,4,800.0
1204,819,3,3,1500.0
1205,820,4,4,600.0
1206,822,2,3,600.0
1207,825,3,5,2500.0
1208,825,1,2,200.0
1209,825,4,4,600.0
1210,826,3,1,500.0
1211,826,1,5,500.0
1212,826,4,1,150.0
1213,827,2,3,600.0
1214,827,4,5,750.0
1215,827,1,1,100.0
1216,828,1,3,300.0
1217,828,3,1,500.0
1218,828,4,4,600.0
1219,829,3,5,2500.0
1220,829,2,1,200.0
1221,830,1,5,500.0
1222,830,3,5,2500.0
1223,830,4,1,150.0
1224,832,3,1,500.0
1225,832,1,4,400.0
1226,832,4,3,450.0
1227,833,4,5,750.0
1228,833,3,1,500.0
1229,833,1,1,100.0
1230,835,1,5,500.0
1231,835,3,3,1500.0
1232,835,4,2,300.0
1233,836,2,2,400.0
1234,836,4,1,150.0
1235,837,2,3,600.0
1236,837,1,3,300.0
1237,839,3,2,1000.0
1238,840,4,3,450.0
1239,840,1,1,100.0
1240,840,3,4,2000.0
1241,841,1,4,400.0
1242,841,2,1,200.0
1243,843,3,1,500.0
1244,844,1,2,200.0
1245,844,2,5,1000.0
1246,844,4,2,300.0
1247,845,2,2,400.0
1248,845,3,4,2000.0
1249,847,4,3,450.0
1250,847,3,3,1500.0
1251,847,2,5,1000.0
1252,849,3,2,1000.0
1253,850,3,4,2000.0
1254,850,1,1,100.0
1255,850,4,1,150.0
1256,851,4,4,600.0
1257,851,3,4,2000.0
1258,851,2,3,600.0
1259,852,2,5,1000.0
1260,852,4,2,300.0
1261,852,1,5,500.0
1262,853,3,4,2000.0
1263,853,2,5,1000.0
1264,854,3,3,1500.0
1265,854,1,2,200.0
1266,854,2,1,200.0
1267,856,3,5,2500.0
1268,856,4,4,600.0
1269,856,1,5,500.0
1270,857,2,1,200.0
1271,858,1,3,300.0
1272,858,4,4,600.0
1273,858,2,2,400.0
1274,859,3,4,2000.0
1275,859,4,5,750.0
1276,861,1,2,200.0
1277,862,3,1,500.0
1278,862,1,4,400.0
1279,862,2,1,200.0
1280,863,3,5,2500.0
1281,863,1,2,200.0
1282,863,4,5,750.0
1283,864,1,4,400.0
1284,865,3,4,2000.0
1285,865,1,3,300.0
1286,866,2,4,800.0
1287,867,3,1,500.0
1288,867,2,3,600.0
1289,867,1,4,400.0
1290,868,4,4,600.0
1291,868,2,1,200.0
1292,869,2,1,200.0
1293,870,1,5,500.0
1294,870,4,5,750.0
1295,873,4,2,300.0
1296,875,2,1,200.0
1297,875,4,5,750.0
1298,875,1,1,100.0
1299,876,2,3,600.0
1300,877,1,4,400.0
1301,877,2,3,600.0
1302,877,3,2,1000.0
1303,878,4,1,150.0
1304,879,1,5,500.0
1305,879,3,1,500.0
1306,879,4,1,150.0
1307,885,2,5,1000.0
1308,885,3,3,1500.0
1309,885,1,1,100.0
1310,886,4,4,600.0
1311,888,1,4,400.0
1312,888,4,3,450.0
1313,888,2,2,400.0
1314,890,1,2,200.0
1315,891,3,3,1500.0
1316,892,4,5,750.0
1317,892,1,3,300.0
1318,896,3,3,1500.0
1319,896,4,5,750.0
1320,898,3,3,1500.0
1321,898,2,1,200.0
1322,898,1,1,100.0
1323,899,4,2,300.0
1324,899,2,4,800.0
1325,899,3,4,2000.0
1326,900,2,2,400.0
1327,901,4,2,300.0
1328,901,1,5,500.0
1329,901,2,5,1000.0
1330,903,2,5,1000.0
1331,903,1,5,500.0
1332,904,1,5,500.0
1333,905,4,3,450.0
1334,906,2,2,400.0
1335,907,3,2,1000.0
1336,907,1,5,500.0
1337,908,3,5,2500.0
1338,908,1,2,200.0
1339,909,4,2,300.0
1340,909,2,4,800.0
1341,911,1,4,400.0
1342,912,1,1,100.0
1343,912,2,5,1000.0
1344,915,1,2,200.0
1345,915,4,1,150.0
1346,915,2,5,1000.0
1347,916,3,3,1500.0
1348,918,4,4,600.0
1349,919,4,3,450.0
1350,920,1,5,500.0
1351,921,2,1,200.0
1352,921,4,2,300.0
1353,921,1,5,500.0
1354,922,4,3,450.0
1355,923,1,4,400.0
1356,923,4,3,450.0
1357,923,2,3,600.0
1358,924,1,3,300.0
1359,924,4,5,750.0
1360,925,4,4,600.0
1361,925,2,5,1000.0
1362,925,3,4,2000.0
1363,926,2,4,800.0
1364,926,3,5,2500.0
1365,926,1,1,100.0
1366,927,4,4,600.0
1367,927,3,5,2500.0
1368,928,1,2,200.0
1369,928,3,5,2500.0
1370,931,2,4,800.0
1371,931,4,1,150.0
1372,931,1,2,200.0
1373,933,4,2,300.0
1374,933,3,5,2500.0
1375,934,2,5,1000.0
1376,935,1,2,200.0
1377,935,2,5,1000.0
1378,935,3,3,1500.0
1379,936,2,1,200.0
1380,936,4,1,150.0
1381,936,3,2,1000.0
1382,937,4,1,150.0
1383,937,3,3,1500.0
1384,938,2,2,400.0
1385,938,1,5,500.0
1386,939,4,2,300.0
1387,939,2,5,1000.0
1388,939,3,2,1000.0
1389,940,1,2,200.0
1390,940,4,3,450.0
1391,940,2,4,800.0
1392,941,1,2,200.0
1393,942,4,5,750.0
1394,942,3,4,2000.0
1395,942,2,1,200.0
1396,943,2,3,600.0
1397,944,3,3,1500.0
1398,945,1,3,300.0
1399,945,2,3,600.0
1400,945,3,2,1000.0
1401,946,2,2,400.0
1402,948,4,4,600.0
1403,952,1,2,200.0
1404,952,3,1,500.0
1405,953,2,1,200.0
1406,953,1,2,200.0
1407,953,3,3,1500.0
1408,954,3,3,1500.0
1409,954,4,5,750.0
1410,954,1,2,200.0
1411,955,1,1,100.0
1412,955,3,3,1500.0
1413,957,4,3,450.0
1414,957,2,5,1000.0
1415,957,3,5,2500.0
1416,958,1,2,200.0
1417,959,2,1,200.0
1418,959,1,4,400.0
1419,961,4,2,300.0
1420,961,1,1,100.0
1421,961,2,5,1000.0
1422,962,2,2,400.0
1423,963,4,2,300.0
1424,963,1,4,400.0
1425,964,4,1,150.0
1426,964,3,4,2000.0
1427,965,2,2,400.0
1428,965,3,4,2000.0
1429,965,1,3,300.0
1430,966,2,5,1000.0
1431,966,1,2,200.0
1432,967,1,3,300.0
1433,968,2,5,1000.0
1434,969,3,1,500.0
1435,969,4,1,150.0
1436,971,4,2,300.0
1437,971,3,2,1000.0
1438,971,1,4,400.0
1439,972,3,3,1500.0
1440,972,1,3,300.0
1441,973,2,2,400.0
1442,973,3,1,500.0
1443,973,4,3,450.0
1444,976,2,1,200.0
1445,976,1,4,400.0
1446,976,4,5,750.0
1447,978,4,2,300.0
1448,979,2,3,600.0
1449,979,1,1,100.0
1450,979,4,4,600.0
1451,982,4,1,150.0
1452,982,2,1,200.0
1453,983,4,2,300.0
1454,983,2,5,1000.0
1455,984,2,3,600.0
1456,985,3,1,500.0
1457,985,4,2,300.0
1458,986,4,3,450.0
1459,986,1,2,200.0
1460,988,2,1,200.0
1461,988,3,1,500.0
1462,989,3,3,1500.0
1463,989,4,2,300.0
1464,989,2,2,400.0
1465,990,1,2,200.0
1466,990,3,1,500.0
1467,990,2,2,400.0
1468,991,1,3,300.0
1469,991,4,1,150.0
1470,992,4,4,600.0
1471,993,2,1,200.0
1472,996,4,1,150.0
1473,998,2,2,400.0
1474,1000,4,4,600.0
1475,1000,2,5,1000.0
1476,1001,1,3,300.0
1477,1002,1,3,300.0
1478,1002,2,3,600.0
1479,1003,2,5,1000.0
1480,1003,3,5,2500.0
1481,1004,3,5,2500.0
1482,1004,2,2,400.0
1483,1005,2,3,600.0
1484,1005,4,5,750.0
1485,1005,1,5,500.0
1486,1006,4,4,600.0
1487,1006,2,4,800.0
1488,1006,1,2,200.0
1489,1007,3,3,1500.0
1490,1007,2,5,1000.0
1491,1009,2,5,1000.0
1492,1009,1,2,200.0
1493,1010,1,2,200.0
1494,1011,1,3,300.0
1495,1011,2,4,800.0
1496,1012,1,2,200.0
1497,1012,4,4,600.0
1498,1012,2,3,600.0
1499,1013,1,2,200.0
1500,1013,3,1,500.0
1501,1013,2,5,1000.0
1502,1014,3,5,2500.0
1503,1018,2,5,1000.0
1504,1019,3,3,1500.0
1505,1023,2,2,400.0
1506,1023,3,5,2500.0
1507,1024,3,4,2000.0
1508,1025,4,5,750.0
1509,1025,1,1,100.0
1510,1025,3,2,1000.0
1511,1027,1,1,100.0
1512,1029,4,4,600.0
1513,1030,1,1,100.0
1514,1030,3,4,2000.0
1515,1030,4,1,150.0
1516,1032,1,1,100.0
1517,1032,3,4,2000.0
1518,1032,2,3,600.0
1519,1033,2,1,200.0
1520,1033,4,4,600.0
1521,1036,4,2,300.0
1522,1036,2,2,400.0
1523,1037,2,2,400.0
1524,1037,3,2,1000.0
1525,1037,1,3,300.0
1526,1038,1,4,400.0
1527,1039,4,4,600.0
1528,1039,1,3,300.0
1529,1040,3,1,500.0
1530,1041,3,4,2000.0
1531,1041,4,5,750.0
1532,1042,2,1,200.0
1533,1043,2,1,200.0
1534,1043,1,4,400.0
1535,1045,4,4,600.0
1536,1045,2,2,400.0
1537,1047,4,1,150.0
1538,1047,2,2,400.0
1539,1049,1,4,400.0
1540,1050,1,3,300.0
1541,1050,2,2,400.0
1542,1051,2,3,600.0
1543,1052,2,4,800.0
1544,1053,3,2,1000.0
1545,1053,2,1,200.0
1546,1053,1,5,500.0
1547,1054,3,3,1500.0
1548,1055,2,3,600.0
1549,1055,3,3,1500.0
1550,1056,2,2,400.0
1551,1056,3,3,1500.0
1552,1057,3,2,1000.0
1553,1057,4,3,450.0
1554,1057,2,4,800.0
1555,1059,3,1,500.0
1556,1059,2,5,1000.0
1557,1060,3,3,1500.0
1558,1060,4,2,300.0
1559,1060,2,5,1000.0
1560,1062,1,1,100.0
1561,1062,2,4,800.0
1562,1062,4,4,600.0
1563,1064,3,4,2000.0
1564,1065,2,4,800.0
1565,1065,4,4,600.0
1566,1065,1,5,500.0
1567,1068,2,1,200.0
1568,1068,1,1,100.0
1569,1068,3,4,2000.0
1570,1069,2,3,600.0
1571,1070,2,2,400.0
1572,1071,3,3,1500.0
1573,1071,2,3,600.0
1574,1071,4,5,750.0
1575,1076,3,2,1000.0
1576,1076,1,5,500.0
1577,1080,1,2,200.0
1578,1080,2,4,800.0
1579,1081,2,2,400.0
1580,1081,3,4,2000.0
1581,1081,1,4,400.0
1582,1082,4,2,300.0
1583,1083,1,2,200.0
1584,1083,4,5,750.0
1585,1083,3,1,500.0
1586,1084,4,5,750.0
1587,1084,2,3,600.0
1588,1086,1,5,500.0
1589,1086,2,4,800.0
1590,1087,1,4,400.0
1591,1087,3,1,500.0
1592,1087,4,2,300.0
1593,1088,3,3,1500.0
1594,1088,2,4,800.0
1595,1092,3,3,1500.0
1596,1093,1,5,500.0
1597,1093,4,5,750.0
1598,1094,3,5,2500.0
1599,1095,1,2,200.0
1600,1097,1,4,400.0
1601,1099,2,2,400.0
1602,1099,1,3,300.0
1603,1099,3,1,500.0
1604,1100,4,1,150.0
1605,1100,2,5,1000.0
1606,1100,1,1,100.0
1607,1101,3,2,1000.0
1608,1104,3,1,500.0
1609,1104,4,3,450.0
1610,1104,1,1,100.0
1611,1106,1,3,300.0
1612,1106,2,5,1000.0
1613,1107,1,4,400.0
1614,1107,3,3,1500.0
1615,1107,4,1,150.0
1616,1108,4,3,450.0
1617,1110,2,5,1000.0
1618,1110,4,4,600.0
1619,1110,1,3,300.0
1620,1111,1,5,500.0
1621,1111,2,5,1000.0
1622,1111,3,1,500.0
1623,1112,4,3,450.0
1624,1113,4,2,300.0
1625,1113,2,4,800.0
1626,1114,1,1,100.0
1627,1116,1,5,500.0
1628,1116,4,3,450.0
1629,1116,3,1,500.0
1630,1117,2,4,800.0
1631,1117,3,2,1000.0
1632,1118,4,4,600.0
1633,1118,2,3,600.0
1634,1119,3,3,1500.0
1635,1119,2,2,400.0
1636,1120,3,1,500.0
1637,1120,2,1,200.0
1638,1120,1,3,300.0
1639,1121,2,4,800.0
1640,1122,2,5,1000.0
1641,1122,3,5,2500.0
1642,1123,3,4,2000.0
1643,1123,2,3,600.0
1644,1124,1,2,200.0
1645,1124,2,2,400.0
1646,1125,1,1,100.0
1647,1127,4,3,450.0
1648,1127,2,1,200.0
1649,1127,3,5,2500.0
1650,1128,1,1,100.0
1651,1128,3,4,2000.0
1652,1129,2,4,800.0
1653,1129,3,5,2500.0
1654,1130,4,5,750.0
1655,1130,2,4,800.0
1656,1131,1,1,100.0
1657,1131,4,3,450.0
1658,1131,2,4,800.0
1659,1133,2,3,600.0
1660,1133,4,3,450.0
1661,1133,3,1,500.0
1662,1134,3,3,1500.0
1663,1134,4,2,300.0
1664,1135,1,1,100.0
1665,1135,3,5,2500.0
1666,1136,4,2,300.0
1667,1138,4,1,150.0
1668,1138,3,1,500.0
1669,1138,1,3,300.0
1670,1139,2,5,1000.0
1671,1139,1,5,500.0
1672,1139,3,1,500.0
1673,1140,3,5,2500.0
1674,1140,2,2,400.0
1675,1141,3,2,1000.0
1676,1141,1,4,400.0
1677,1142,1,5,500.0
1678,1143,2,2,400.0
1679,1143,3,3,1500.0
1680,1143,4,2,300.0
1681,1144,2,3,600.0
1682,1144,4,3,450.0
1683,1145,2,2,400.0
1684,1145,1,2,200.0
1685,1145,3,1,500.0
1686,1146,4,3,450.0
1687,1146,2,1,200.0
1688,1146,3,4,2000.0
1689,1147,3,4,2000.0
1690,1147,1,4,400.0
1691,1147,4,3,450.0
1692,1148,4,3,450.0
1693,1148,2,1,200.0
1694,1148,1,4,400.0
1695,1149,4,3,450.0
1696,1149,3,5,2500.0
1697,1151,1,5,500.0
1698,1151,4,4,600.0
1699,1152,2,2,400.0
1700,1153,4,3,450.0
1701,1154,2,3,600.0
1702,1154,4,1,150.0
1703,1154,1,3,300.0
1704,1155,4,2,300.0
1705,1155,3,3,1500.0
1706,1156,2,1,200.0
1707,1156,1,3,300.0
1708,1158,2,5,1000.0
1709,1158,1,4,400.0
1710,1158,4,5,750.0
1711,1160,1,4,400.0
1712,1161,3,1,500.0
1713,1161,4,1,150.0
1714,1163,1,3,300.0
1715,1163,2,4,800.0
1716,1164,4,5,750.0
1717,1165,1,1,100.0
1718,1165,3,5,2500.0
1719,1165,4,4,600.0
1720,1166,1,4,400.0
1721,1168,1,4,400.0
1722,1168,4,1,150.0
1723,1168,3,1,500.0
1724,1169,3,2,1000.0
1725,1169,2,3,600.0
1726,1169,1,4,400.0
1727,1170,2,2,400.0
1728,1170,4,5,750.0
1729,1171,1,4,400.0
1730,1171,2,2,400.0
1731,1171,3,2,1000.0
1732,1172,4,3,450.0
1733,1174,4,2,300.0
1734,1174,3,5,2500.0
1735,1176,3,4,2000.0
1736,1178,1,4,400.0
1737,1179,3,5,2500.0
1738,1180,3,2,1000.0
1739,1181,4,3,450.0
1740,1182,1,1,100.0
1741,1182,4,5,750.0
1742,1183,3,5,2500.0
1743,1183,4,2,300.0
1744,1183,1,4,400.0
1745,1184,2,4,800.0
1746,1184,4,5,750.0
1747,1184,1,3,300.0
1748,1185,3,5,2500.0
1749,1185,4,4,600.0
1750,1187,4,1,150.0
1751,1188,3,1,500.0
1752,1188,1,1,100.0
1753,1189,1,1,100.0
1754,1189,2,2,400.0
1755,1189,4,3,450.0
1756,1190,3,4,2000.0
1757,1190,2,5,1000.0
1758,1191,2,5,1000.0
1759,1191,4,5,750.0
1760,1191,3,2,1000.0
1761,1193,4,3,450.0
1762,1193,2,3,600.0
1763,1194,2,2,400.0
1764,1195,4,2,300.0
1765,1195,1,1,100.0
1766,1198,4,5,750.0
1767,1198,2,3,600.0
1768,1198,1,5,500.0
1769,1199,4,2,300.0
1770,1199,1,1,100.0
1771,1201,4,5,750.0
1772,1202,3,5,2500.0
1773,1203,3,2,1000.0
1774,1203,1,3,300.0
1775,1203,4,1,150.0
1776,1206,4,3,450.0
1777,1206,3,1,500.0
1778,1207,2,5,1000.0
1779,1210,2,2,400.0
1780,1211,2,5,1000.0
1781,1212,1,2,200.0
1782,1212,3,2,1000.0
1783,1213,3,4,2000.0
1784,1213,1,2,200.0
1785,1213,4,1,150.0
1786,1216,4,1,150.0
1787,1216,1,4,400.0
1788,1216,3,3,1500.0
1789,1217,3,1,500.0
1790,1219,1,4,400.0
1791,1219,2,3,600.0
1792,1219,4,2,300.0
1793,1220,4,1,150.0
1794,1221,1,5,500.0
1795,1221,3,3,1500.0
1796,1222,4,3,450.0
1797,1222,1,2,200.0
1798,1224,4,3,450.0
1799,1224,2,4,800.0
1800,1225,2,4,800.0
1801,1225,1,5,500.0
1802,1226,3,3,1500.0
1803,1226,1,5,500.0
1804,1227,2,5,1000.0
1805,1227,3,2,1000.0
1806,1227,1,3,300.0
1807,1228,1,1,100.0
1808,1228,4,3,450.0
1809,1229,3,2,1000.0
1810,1230,2,4,800.0
1811,1230,4,2,300.0
1812,1232,2,3,600.0
1813,1232,3,1,500.0
1814,1233,4,2,300.0
1815,1233,1,3,300.0
1816,1233,2,3,600.0
1817,1235,3,3,1500.0
1818,1235,1,4,400.0
1819,1236,4,3,450.0
1820,1236,3,2,1000.0
1821,1236,2,2,400.0
1822,1237,3,1,500.0
1823,1238,4,1,150.0
1824,1238,3,2,1000.0
1825,1238,2,4,800.0
1826,1240,1,2,200.0
1827,1240,3,5,2500.0
1828,1240,4,3,450.0
1829,1241,1,5,500.0
1830,1241,4,1,150.0
1831,1243,2,5,1000.0
1832,1245,1,5,500.0
1833,1247,4,1,150.0
1834,1247,1,4,400.0
1835,1248,2,5,1000.0
1836,1249,1,2,200.0
1837,1250,2,4,800.0
1838,1251,3,2,1000.0
1839,1251,4,5,750.0
1840,1251,1,2,200.0
1841,1252,4,1,150.0
1842,1253,4,2,300.0
1843,1254,2,2,400.0
1844,1256,1,2,200.0
1845,1257,2,1,200.0
1846,1258,4,2,300.0
1847,1259,2,3,600.0
1848,1259,3,5,2500.0
1849,1260,3,5,2500.0
1850,1260,2,2,400.0
1851,1260,1,1,100.0
1852,1263,3,5,2500.0
1853,1264,1,1,100.0
1854,1265,3,2,1000.0
1855,1266,4,1,150.0
1856,1267,1,4,400.0
1857,1267,4,5,750.0
1858,1267,2,2,400.0
1859,1268,2,1,200.0
1860,1269,4,5,750.0
1861,1270,3,5,2500.0
1862,1271,2,2,400.0
1863,1272,2,3,600.0
1864,1274,2,5,1000.0
1865,1274,1,1,100.0
1866,1274,3,1,500.0
1867,1275,3,1,500.0
1868,1275,2,3,600.0
1869,1276,3,4,2000.0
1870,1276,1,5,500.0
1871,1276,2,2,400.0
1872,1277,2,5,1000.0
1873,1277,1,4,400.0
1874,1277,4,5,750.0
1875,1278,2,4,800.0
1876,1278,1,3,300.0
1877,1278,4,4,600.0
1878,1279,1,5,500.0
1879,1279,2,5,1000.0
1880,1279,4,1,150.0
1881,1280,3,2,1000.0
1882,1282,1,4,400.0
1883,1284,1,4,400.0
1884,1284,4,1,150.0
1885,1284,2,2,400.0
1886,1286,1,1,100.0
1887,1286,4,4,600.0
1888,1287,2,5,1000.0
1889,1287,1,3,300.0
1890,1287,3,4,2000.0
1891,1288,1,4,400.0
1892,1288,3,4,2000.0
1893,1288,2,4,800.0
1894,1289,3,3,1500.0
1895,1289,2,2,400.0
1896,1290,2,1,200.0
1897,1290,3,3,1500.0
1898,1290,4,1,150.0
1899,1292,1,2,200.0
1900,1296,1,2,200.0
1901,1296,3,5,2500.0
1902,1296,4,2,300.0
1903,1297,4,3,450.0
1904,1298,3,1,500.0
1905,1299,3,5,2500.0
1906,1299,4,5,750.0
1907,1300,2,3,600.0
1908,1300,3,3,1500.0
1909,1301,1,2,200.0
1910,1301,2,1,200.0
1911,1305,1,1,100.0
1912,1306,1,4,400.0
1913,1306,4,4,600.0
1914,1308,4,3,450.0
1915,1308,3,1,500.0
1916,1309,2,1,200.0
1917,1309,3,3,1500.0
1918,1309,1,5,500.0
1919,1310,1,5,500.0
1920,1312,1,4,400.0
1921,1313,1,5,500.0
1922,1313,3,1,500.0
1923,1315,4,3,450.0
1924,1315,1,1,100.0
1925,1315,2,3,600.0
1926,1316,1,5,500.0
1927,1317,2,5,1000.0
1928,1317,3,4,2000.0
1929,1318,3,1,500.0
1930,1318,4,3,450.0
1931,1319,1,1,100.0
1932,1319,4,5,750.0
1933,1320,4,1,150.0
1934,1322,3,2,1000.0
1935,1322,2,3,600.0
1936,1323,1,1,100.0
1937,1323,3,1,500.0
1938,1323,4,3,450.0
1939,1325,4,4,600.0
1940,1325,3,5,2500.0
1941,1325,1,1,100.0
1942,1326,3,5,2500.0
1943,1326,4,5,750.0
1944,1327,1,2,200.0
1945,1328,4,5,750.0
1946,1328,1,4,400.0
1947,1328,2,5,1000.0
1948,1329,2,2,400.0
1949,1329,3,2,1000.0
1950,1330,2,3,600.0
1951,1330,4,1,150.0
1952,1330,1,5,500.0
1953,1331,1,2,200.0
1954,1331,3,1,500.0
1955,1331,2,2,400.0
1956,1332,1,2,200.0
1957,1332,2,3,600.0
1958,1333,3,1,500.0
1959,1333,4,5,750.0
1960,1334,2,3,600.0
1961,1336,2,4,800.0
1962,1336,4,4,600.0
1963,1337,3,3,1500.0
1964,1337,1,2,200.0
1965,1337,2,2,400.0
1966,1339,4,2,300.0
1967,1339,2,5,1000.0
1968,1343,3,5,2500.0
1969,1343,4,1,150.0
1970,1343,1,5,500.0
1971,1344,2,5,1000.0
1972,1344,3,3,1500.0
1973,1344,1,3,300.0
1974,1346,4,5,750.0
1975,1347,3,3,1500.0
1976,1347,4,1,150.0
1977,1348,3,5,2500.0
1978,1349,3,4,2000.0
1979,1349,4,2,300.0
1980,1349,1,5,500.0
1981,1350,4,4,600.0
1982,1350,2,5,1000.0
1983,1350,3,3,1500.0
1984,1352,1,5,500.0
1985,1353,2,3,600.0
1986,1353,3,3,1500.0
1987,1354,1,4,400.0
1988,1355,1,3,300.0
1989,1355,4,2,300.0
1990,1355,3,2,1000.0
1991,1357,2,3,600.0
1992,1357,3,1,500.0
1993,1358,1,1,100.0
1994,1358,2,4,800.0
1995,1358,3,1,500.0
1996,1359,1,3,300.0
1997,1359,3,2,1000.0
1998,1359,2,1,200.0
1999,1360,1,2,200.0
2000,1360,2,3,600.0
2001,1361,3,5,2500.0
2002,1362,1,5,500.0
2003,1363,3,1,500.0
2004,1365,4,1,150.0
2005,1366,4,5,750.0
2006,1366,1,5,500.0
2007,1367,4,4,600.0
2008,1367,2,2,400.0
2009,1367,3,1,500.0
2010,1368,1,2,200.0
2011,1368,4,5,750.0
2012,1368,2,3,600.0
2013,1369,3,3,1500.0
2014,1369,4,3,450.0
2015,1370,2,5,1000.0
2016,1370,4,2,300.0
2017,1370,1,3,300.0
2018,1371,1,1,100.0
2019,1371,3,2,1000.0
2020,1371,4,3,450.0
2021,1374,4,1,150.0
2022,1374,2,1,200.0
2023,1374,1,5,500.0
2024,1375,1,5,500.0
2025,1376,2,5,1000.0
2026,1376,3,1,500.0
2027,1377,2,2,400.0
2028,1377,4,4,600.0
2029,1378,3,1,500.0
2030,1379,1,1,100.0
2031,1380,2,4,800.0
2032,1380,1,2,200.0
2033,1380,3,4,2000.0
2034,1381,2,3,600.0
2035,1381,3,1,500.0
2036,1383,2,1,200.0
2037,1384,3,5,2500.0
2038,1385,4,2,300.0
2039,1385,3,3,1500.0
2040,1388,3,1,500.0
2041,1389,1,4,400.0
2042,1391,2,4,800.0
2043,1391,1,2,200.0
2044,1392,1,1,100.0
2045,1395,1,3,300.0
2046,1395,3,2,1000.0
2047,1396,1,5,500.0
2048,1397,3,3,1500.0
2049,1397,4,5,750.0
2050,1398,3,2,1000.0
2051,1399,1,1,100.0
2052,1399,3,4,2000.0
2053,1400,1,4,400.0
2054,1401,4,4,600.0
2055,1402,1,2,200.0
2056,1402,2,3,600.0
2057,1402,4,4,600.0
2058,1403,1,5,500.0
2059,1403,4,3,450.0
2060,1403,2,5,1000.0
2061,1404,4,5,750.0
2062,1405,4,4,600.0
2063,1405,3,4,2000.0
2064,1405,1,2,200.0
2065,1406,1,5,500.0
2066,1407,4,1,150.0
2067,1407,1,4,400.0
2068,1407,2,4,800.0
2069,1408,2,5,1000.0
2070,1408,1,1,100.0
2071,1408,4,5,750.0
2072,1409,2,1,200.0
2073,1410,3,2,1000.0
2074,1411,4,3,450.0
2075,1411,2,2,400.0
2076,1412,1,4,400.0
2077,1413,4,5,750.0
2078,1413,3,5,2500.0
2079,1414,2,2,400.0
2080,1416,3,5,2500.0
2081,1416,4,2,300.0
2082,1417,4,5,750.0
2083,1417,2,4,800.0
2084,1419,4,4,600.0
2085,1420,4,2,300.0
2086,1420,3,2,1000.0
2087,1420,1,5,500.0
2088,1421,3,4,2000.0
2089,1423,3,2,1000.0
2090,1424,4,2,300.0
2091,1424,2,5,1000.0
2092,1425,3,3,1500.0
2093,1426,3,1,500.0
2094,1426,2,1,200.0
2095,1426,1,1,100.0
2096,1427,1,5,500.0
2097,1427,2,2,400.0
2098,1428,3,1,500.0
2099,1428,2,4,800.0
2100,1428,1,5,500.0
2101,1429,1,5,500.0
2102,1429,3,1,500.0
2103,1429,4,4,600.0
2104,1430,3,3,1500.0
2105,1430,4,3,450.0
2106,1430,2,2,400.0
2107,1431,1,3,300.0
2108,1431,4,2,300.0
2109,1431,2,5,1000.0
2110,1432,2,5,1000.0
2111,1432,4,4,600.0
2112,1432,1,2,200.0
2113,1433,4,3,450.0
2114,1433,3,2,1000.0
