payment_id,booking_id,payment_type_id,amount,status
93,93,1,1200.0,Paid
94,94,3,3600.0,Pending
95,95,2,2150.0,Pending
96,96,2,4900.0,Paid
97,97,3,1350.0,Pending
98,98,3,2500.0,Paid
99,99,3,5200.0,Paid
100,100,1,2000.0,Paid
101,101,2,4800.0,Paid
102,102,1,800.0,Pending
103,103,1,1200.0,Pending
104,104,1,1600.0,Paid
105,105,1,2150.0,Paid
106,106,1,200.0,Paid
107,107,2,1400.0,Pending
108,108,2,4900.0,Paid
109,109,2,3950.0,Paid
110,110,2,1000.0,Pending
111,111,3,2000.0,Paid
112,112,3,2300.0,Pending
113,113,3,2800.0,Pending
114,114,3,600.0,Paid
115,115,2,3000.0,Paid
116,116,1,4000.0,Paid
117,117,1,1200.0,Paid
118,118,2,2800.0,Pending
119,119,1,3200.0,Pending
120,120,1,3900.0,Pending
121,121,3,800.0,Pending
122,122,2,3450.0,Paid
123,123,3,2900.0,Paid
124,124,2,1300.0,Pending
125,125,1,850.0,Pending
126,126,1,400.0,Paid
127,127,2,400.0,Pending
128,128,2,1800.0,Pending
129,129,2,3600.0,Paid
130,130,3,1750.0,Pending
131,131,2,2500.0,Pending
132,132,3,3400.0,Pending
133,133,1,3700.0,Paid
134,134,2,1750.0,Paid
135,135,2,1950.0,Paid
136,136,3,1550.0,Pending
137,137,2,2000.0,Paid
138,138,3,2200.0,Pending
139,139,3,800.0,Pending
140,140,3,4200.0,Pending
141,141,2,2400.0,Paid
142,142,2,1200.0,Pending
143,143,2,3700.0,Paid
144,144,3,600.0,Paid
145,145,1,2600.0,Pending
146,146,3,3750.0,Pending
147,147,3,800.0,Pending
148,148,3,3600.0,Pending
149,149,1,4150.0,Pending
150,150,2,3600.0,Paid
151,151,1,3300.0,Paid
152,152,2,1300.0,Pending
153,153,1,4300.0,Pending
154,154,2,2800.0,Pending
155,155,2,2300.0,Paid
156,156,1,5300.0,Pending
157,157,1,2750.0,Pending
158,158,1,2000.0,Paid
159,159,3,4150.0,Pending
160,160,3,900.0,Paid
161,161,3,1800.0,Paid
162,162,2,2900.0,Pending
163,163,1,5850.0,Pending
164,164,3,3000.0,Pending
165,165,2,1200.0,Pending
166,166,2,2300.0,Pending
167,167,1,2400.0,Paid
168,168,1,4200.0,Paid
169,169,3,3150.0,Paid
170,170,1,1200.0,Pending
171,171,3,1800.0,Pending
172,172,1,1750.0,Pending
173,173,1,1400.0,Pending
174,174,3,4600.0,Pending
175,175,3,4200.0,Paid
176,176,1,6700.0,Paid
177,177,1,3200.0,Pending
178,178,2,1600.0,Paid
179,179,1,600.0,Paid
180,180,3,4900.0,Pending
181,181,1,3000.0,Paid
182,182,1,1500.0,Pending
183,183,3,3000.0,Pending
184,184,3,1200.0,Pending
185,185,1,3950.0,Pending
186,186,1,3000.0,Pending
187,187,1,1200.0,Pending
188,188,3,2700.0,Pending
189,189,3,3850.0,Pending
190,190,1,1850.0,Pending
191,191,3,2900.0,Paid
192,192,3,1200.0,Paid
193,193,2,3500.0,Pending
194,194,2,3900.0,Pending
195,195,1,4300.0,Pending
196,196,1,3050.0,Pending
197,197,3,2300.0,Pending
198,198,1,1100.0,Pending
199,199,3,1850.0,Paid
200,200,3,2100.0,Paid
201,201,3,1050.0,Paid
202,202,3,5300.0,Paid
203,203,3,1850.0,Paid
204,204,1,4350.0,Pending
205,205,3,3600.0,Pending
206,206,3,2500.0,Paid
207,207,3,4150.0,Paid
208,208,2,1300.0,Paid
209,209,1,1900.0,Paid
210,210,2,2650.0,Paid
211,211,1,2900.0,Pending
212,212,1,800.0,Pending
213,213,3,2400.0,Pending
214,214,3,1000.0,Pending
215,215,2,3600.0,Pending
216,216,3,1400.0,Pending
217,217,2,3000.0,Pending
218,218,2,3250.0,Pending
219,219,2,400.0,Pending
220,220,3,1200.0,Paid
221,221,2,2600.0,Paid
222,222,3,1900.0,Pending
223,223,3,2700.0,Paid
224,224,1,1200.0,Pending
225,225,1,3000.0,Paid
226,226,2,5200.0,Paid
227,227,3,2750.0,Paid
228,228,2,2400.0,Pending
229,229,1,3300.0,Paid
230,230,2,2150.0,Paid
231,231,3,2950.0,Pending
232,232,2,1100.0,Paid
233,233,2,2700.0,Paid
234,234,3,3900.0,Pending
235,235,1,2000.0,Paid
236,236,1,200.0,Paid
237,237,3,1200.0,Pending
238,238,3,2950.0,Paid
239,239,3,1200.0,Paid
240,240,2,1600.0,Pending
241,241,2,2100.0,Paid
242,242,1,1200.0,Paid
243,243,2,4700.0,Pending
244,244,1,2000.0,Pending
245,245,2,1300.0,Pending
246,246,3,3550.0,Pending
247,247,2,1000.0,Pending
248,248,3,800.0,Paid
249,249,3,1800.0,Pending
250,250,3,3000.0,Paid
251,251,2,1750.0,Paid
252,252,2,3550.0,Paid
253,253,2,4100.0,Pending
254,254,1,5300.0,Pending
255,255,2,2850.0,Pending
256,256,3,3000.0,Pending
257,257,3,1000.0,Paid
258,258,3,2400.0,Pending
259,259,2,1600.0,Pending
260,260,1,1800.0,Pending
261,261,3,3100.0,Paid
262,262,3,200.0,Pending
263,263,3,1200.0,Paid
264,264,2,2900.0,Paid
265,265,3,2900.0,Pending
266,266,2,2000.0,Pending
267,267,1,3700.0,Paid
268,268,2,1900.0,Pending
269,269,2,2400.0,Pending
270,270,2,1900.0,Pending
271,271,1,2400.0,Paid
272,272,3,400.0,Pending
273,273,3,900.0,Pending
274,274,1,2200.0,Pending
275,275,2,3400.0,Pending
276,276,3,2400.0,Paid
277,277,3,1150.0,Paid
278,278,2,200.0,Paid
279,279,1,4400.0,Pending
280,280,1,2800.0,Paid
281,281,2,4300.0,Pending
282,282,2,2250.0,Pending
283,283,3,1800.0,Paid
284,284,2,800.0,Pending
285,285,1,3400.0,Paid
286,286,3,3800.0,Pending
287,287,1,1100.0,Paid
288,288,1,2400.0,Pending
289,289,3,2200.0,Paid
290,290,1,600.0,Pending
291,291,2,1000.0,Paid
292,292,3,1500.0,Pending
293,293,2,1200.0,Pending
294,294,3,3700.0,Pending
295,295,2,3200.0,Pending
296,296,3,4200.0,Pending
297,297,2,1200.0,Paid
298,298,2,2300.0,Paid
299,299,3,800.0,Paid
300,300,1,900.0,Pending
301,301,3,600.0,Paid
302,302,2,2900.0,Pending
303,303,2,4100.0,Paid
304,304,2,400.0,Paid
305,305,2,1600.0,Paid
306,306,2,3850.0,Paid
307,307,2,3600.0,Pending
308,308,2,2750.0,Paid
309,309,3,1000.0,Pending
310,310,2,6000.0,Pending
311,311,1,2000.0,Paid
312,312,1,4100.0,Paid
313,313,3,4200.0,Pending
314,314,1,2600.0,Paid
315,315,2,2450.0,Pending
316,316,2,2400.0,Paid
317,317,2,4350.0,Pending
318,318,3,950.0,Paid
319,319,2,1750.0,Pending
320,320,1,1600.0,Paid
321,321,3,2550.0,Pending
322,322,3,3450.0,Paid
323,323,3,4700.0,Pending
324,324,2,2350.0,Pending
325,325,3,2650.0,Paid
326,326,3,1800.0,Paid
327,327,3,2400.0,Pending
328,328,1,2600.0,Paid
329,329,2,4600.0,Paid
330,330,3,2150.0,Pending
331,331,1,1400.0,Pending
332,332,1,3950.0,Pending
333,333,3,1400.0,Pending
334,334,2,4400.0,Pending
335,335,2,2400.0,Paid
336,336,3,1800.0,Pending
337,337,1,300.0,Pending
338,338,1,4400.0,Paid
339,339,3,1200.0,Paid
340,340,3,2900.0,Paid
341,341,2,4650.0,Paid
342,342,3,2900.0,Pending
343,343,1,1450.0,Paid
344,344,3,3650.0,Paid
345,345,1,200.0,Paid
346,346,2,3600.0,Pending
347,347,2,1500.0,Paid
348,348,1,1200.0,Paid
349,349,3,4300.0,Pending
350,350,1,5000.0,Pending
351,351,2,1800.0,Paid
352,352,2,3850.0,Paid
353,353,2,2350.0,Pending
354,354,3,2150.0,Pending
355,355,3,3100.0,Paid
356,356,3,3450.0,Pending
357,357,2,4300.0,Pending
358,358,2,800.0,Pending
359,359,3,2950.0,Pending
360,360,2,2150.0,Pending
361,361,1,2600.0,Paid
362,362,3,1200.0,Pending
363,363,1,1350.0,Pending
364,364,2,3000.0,Paid
365,365,1,2850.0,Paid
366,366,1,1200.0,Pending
367,367,1,5950.0,Paid
368,368,2,2400.0,Pending
369,369,2,3800.0,Paid
370,370,1,2900.0,Paid
371,371,3,4300.0,Pending
372,372,1,3100.0,Pending
373,373,1,400.0,Pending
374,374,3,1500.0,Pending
375,375,1,1650.0,Paid
376,376,1,1200.0,Pending
377,377,1,3600.0,Paid
378,378,1,2000.0,Pending
379,379,2,3350.0,Paid
380,380,2,4100.0,Pending
381,381,2,600.0,Pending
382,382,3,4400.0,Pending
383,383,3,2700.0,Paid
384,384,1,3250.0,Pending
385,385,3,2800.0,Pending
386,386,2,1400.0,Pending
387,387,2,4600.0,Paid
388,388,3,200.0,Paid
389,389,3,1200.0,Paid
390,390,3,3450.0,Paid
391,391,3,2850.0,Pending
392,392,2,3300.0,Paid
393,393,2,1800.0,Pending
394,394,2,3200.0,Paid
395,395,2,400.0,Paid
396,396,3,3000.0,Pending
397,397,2,2850.0,Pending
398,398,1,2000.0,Pending
399,399,3,2500.0,Pending
400,400,3,3850.0,Pending
401,401,2,4850.0,Paid
402,402,1,2900.0,Pending
403,403,1,4600.0,Paid
404,404,3,5300.0,Pending
405,405,2,2000.0,Paid
406,406,2,4650.0,Paid
407,407,3,1200.0,Paid
408,408,3,1350.0,Pending
409,409,2,5200.0,Paid
410,410,3,2900.0,Pending
411,411,3,1600.0,Pending
412,412,1,3850.0,Paid
413,413,1,1350.0,Pending
414,414,3,5950.0,Pending
415,415,1,3300.0,Paid
416,416,3,3100.0,Paid
417,417,2,4200.0,Paid
418,418,1,1200.0,Paid
419,419,2,1000.0,Paid
420,420,1,1050.0,Paid
421,421,2,700.0,Pending
422,422,1,1900.0,Paid
423,423,1,3450.0,Pending
424,424,1,2000.0,Paid
425,425,3,1950.0,Pending
426,426,3,6200.0,Paid
427,427,3,3550.0,Pending
428,428,3,4200.0,Paid
429,429,3,3400.0,Paid
430,430,2,2400.0,Paid
431,431,2,4450.0,Pending
432,432,1,2200.0,Paid
433,433,3,3350.0,Paid
434,434,3,4400.0,Paid
435,435,3,1950.0,Paid
436,436,2,2000.0,Pending
437,437,3,3150.0,Pending
438,438,2,2950.0,Paid
439,439,1,1200.0,Pending
440,440,2,2700.0,Pending
441,441,3,3500.0,Pending
442,442,2,600.0,Paid
443,443,2,2200.0,Pending
444,444,1,3400.0,Paid
445,445,3,2400.0,Pending
446,446,1,2600.0,Paid
447,447,1,5150.0,Pending
448,448,3,400.0,Pending
449,449,2,1200.0,Pending
450,450,1,2400.0,Pending
451,451,3,3050.0,Pending
452,452,1,3650.0,Paid
453,453,1,800.0,Pending
454,454,3,3300.0,Paid
455,455,3,1700.0,Pending
456,456,3,1800.0,Pending
457,457,3,1200.0,Paid
458,458,1,3000.0,Pending
459,459,1,5700.0,Pending
460,460,2,1200.0,Paid
461,461,1,2400.0,Paid
462,462,3,3000.0,Pending
463,463,2,4400.0,Paid
464,464,3,2700.0,Pending
465,465,3,4500.0,Pending
466,466,3,1400.0,Pending
467,467,3,200.0,Paid
468,468,1,850.0,Paid
469,469,1,1100.0,Pending
470,470,3,5000.0,Pending
471,471,3,5700.0,Paid
472,472,3,3000.0,Paid
473,473,3,1250.0,Paid
474,474,1,3600.0,Paid
475,475,3,4400.0,Pending
476,476,2,4000.0,Paid
477,477,1,2450.0,Pending
478,478,1,7100.0,Pending
479,479,2,1600.0,Paid
480,480,3,2800.0,Pending
481,481,2,1200.0,Pending
482,482,1,4100.0,Paid
483,483,2,2300.0,Pending
484,484,1,1200.0,Paid
485,485,2,1000.0,Pending
486,486,2,900.0,Pending
487,487,2,3200.0,Paid
488,488,1,600.0,Paid
489,489,3,1100.0,Paid
490,490,2,500.0,Paid
491,491,3,3650.0,Pending
492,492,1,800.0,Paid
493,493,3,200.0,Paid
494,494,3,2600.0,Paid
495,495,3,3050.0,Pending
496,496,3,1450.0,Pending
497,497,1,3700.0,Paid
498,498,3,3600.0,Paid
499,499,3,1200.0,Pending
500,500,3,4400.0,Pending
501,501,3,800.0,Paid
502,502,2,3600.0,Pending
503,503,3,3250.0,Paid
504,504,2,6800.0,Pending
505,505,3,1000.0,Pending
506,506,2,2000.0,Pending
507,507,2,4200.0,Paid
508,508,2,7200.0,Paid
509,509,2,5550.0,Pending
510,510,3,6200.0,Paid
511,511,3,550.0,Pending
512,512,2,1300.0,Pending
513,513,1,200.0,Paid
514,514,1,3200.0,Paid
515,515,1,800.0,Pending
516,516,1,3550.0,Paid
517,517,2,800.0,Paid
518,518,1,1300.0,Paid
519,519,1,4150.0,Paid
520,520,2,1500.0,Paid
521,521,2,1600.0,Pending
522,522,1,3550.0,Paid
523,523,1,700.0,Paid
524,524,3,3000.0,Pending
525,525,1,850.0,Paid
526,526,3,1600.0,Pending
527,527,1,4900.0,Paid
528,528,3,1400.0,Paid
529,529,2,1800.0,Pending
530,530,3,2800.0,Pending
531,531,2,2400.0,Pending
532,532,1,4000.0,Paid
533,533,1,850.0,Pending
534,534,1,1500.0,Paid
535,535,3,2400.0,Pending
536,536,3,1750.0,Paid
537,537,2,1000.0,Paid
538,538,3,4400.0,Pending
539,539,1,3850.0,Paid
540,540,2,1200.0,Pending
541,541,1,800.0,Paid
542,542,3,1550.0,Paid
543,543,2,1500.0,Pending
544,544,1,2000.0,Pending
545,545,2,2700.0,Pending
546,546,2,4200.0,Pending
547,547,1,3450.0,Paid
548,548,2,4200.0,Pending
549,549,3,2100.0,Paid
550,550,1,1800.0,Paid
551,551,1,1350.0,Paid
552,552,1,800.0,Paid
553,553,3,3000.0,Pending
554,554,2,200.0,Paid
555,555,3,6600.0,Paid
556,556,2,2800.0,Paid
557,557,1,3400.0,Paid
558,558,2,2700.0,Pending
559,559,2,600.0,Paid
560,560,3,1950.0,Pending
561,561,1,5000.0,Pending
562,562,1,600.0,Pending
563,563,1,3000.0,Pending
564,564,3,1200.0,Paid
565,565,1,2900.0,Paid
566,566,3,2400.0,Pending
567,567,1,1600.0,Pending
568,568,2,800.0,Pending
569,569,3,1600.0,Pending
570,570,3,1600.0,Pending
571,571,2,3000.0,Paid
572,572,2,2100.0,Paid
573,573,1,2050.0,Pending
574,574,1,2850.0,Paid
575,575,1,3600.0,Paid
576,576,2,3600.0,Pending
577,577,2,6450.0,Paid
578,578,1,1250.0,Paid
579,579,1,1600.0,Paid
580,580,2,1000.0,Pending
581,581,3,3150.0,Paid
582,582,1,4150.0,Pending
583,583,2,4750.0,Pending
584,584,1,3200.0,Pending
585,585,2,1800.0,Pending
586,586,2,3100.0,Paid
587,587,1,800.0,Paid
588,588,2,4200.0,Pending
589,589,3,4450.0,Pending
590,590,1,2900.0,Pending
591,591,3,2900.0,Pending
592,592,3,2450.0,Pending
593,593,2,1500.0,Paid
594,594,1,1100.0,Paid
595,595,1,4000.0,Paid
596,596,3,3400.0,Paid
597,597,3,600.0,Pending
598,598,1,3850.0,Pending
599,599,2,3150.0,Paid
600,600,2,1700.0,Paid
601,601,3,600.0,Paid
602,602,3,1300.0,Pending
603,603,3,2400.0,Paid
604,604,1,1600.0,Paid
605,605,3,3900.0,Paid
606,606,3,1700.0,Pending
607,607,1,2900.0,Pending
608,608,1,3600.0,Paid
609,609,1,3700.0,Paid
610,610,1,1600.0,Paid
611,611,1,3450.0,Paid
612,612,1,3650.0,Paid
613,613,3,2700.0,Pending
614,614,1,3900.0,Paid
615,615,3,3950.0,Pending
616,616,2,3500.0,Paid
617,617,2,2400.0,Pending
618,618,1,2900.0,Paid
619,619,3,5200.0,Paid
620,620,3,3800.0,Pending
621,621,3,900.0,Pending
622,622,2,3750.0,Paid
623,623,3,1500.0,Pending
624,624,2,2750.0,Paid
625,625,2,4000.0,Paid
626,626,3,3300.0,Paid
627,627,1,4600.0,Paid
628,628,1,400.0,Paid
629,629,2,1550.0,Paid
630,630,3,7150.0,Paid
631,631,1,2900.0,Paid
632,632,1,400.0,Paid
633,633,1,2000.0,Pending
634,634,1,2400.0,Pending
635,635,2,800.0,Paid
636,636,1,1500.0,Pending
637,637,2,2700.0,Paid
638,638,1,1550.0,Pending
639,639,1,1800.0,Pending
640,640,3,4650.0,Pending
641,641,2,1700.0,Pending
642,642,1,6100.0,Paid
643,643,1,4600.0,Pending
644,644,2,1400.0,Paid
645,645,2,5050.0,Pending
646,646,2,1600.0,Paid
647,647,3,6000.0,Paid
648,648,3,1200.0,Pending
649,649,3,2500.0,Pending
650,650,1,3800.0,Pending
651,651,3,2400.0,Paid
652,652,3,2700.0,Pending
653,653,2,3500.0,Paid
654,654,2,4450.0,Paid
655,655,2,5300.0,Paid
656,656,3,2800.0,Pending
657,657,1,2400.0,Paid
658,658,3,600.0,Paid
659,659,2,1600.0,Paid
660,660,1,3200.0,Pending
661,661,3,4700.0,Pending
662,662,3,1200.0,Pending
663,663,2,4000.0,Pending
664,664,2,1400.0,Paid
665,665,1,800.0,Paid
666,666,3,6200.0,Pending
667,667,2,1400.0,Paid
668,668,3,2300.0,Paid
669,669,1,2400.0,Pending
670,670,2,4950.0,Pending
671,671,1,3400.0,Paid
672,672,2,200.0,Paid
673,673,1,1100.0,Paid
674,674,3,800.0,Pending
675,675,1,4450.0,Pending
676,676,3,1000.0,Pending
677,677,3,2000.0,Paid
678,678,3,4300.0,Paid
679,679,1,4250.0,Paid
680,680,1,1800.0,Paid
681,681,2,4100.0,Paid
682,682,1,3300.0,Paid
683,683,3,2800.0,Paid
684,684,2,2150.0,Paid
685,685,1,3000.0,Paid
686,686,3,900.0,Pending
687,687,1,7100.0,Paid
688,688,1,3000.0,Paid
689,689,3,2900.0,Paid
690,690,2,2300.0,Pending
691,691,2,2500.0,Pending
692,692,3,2100.0,Pending
693,693,1,4800.0,Paid
694,694,2,4950.0,Paid
695,695,1,3500.0,Pending
696,696,1,1550.0,Pending
697,697,1,3300.0,Pending
698,698,3,3600.0,Pending
699,699,3,2050.0,Paid
700,700,2,1150.0,Paid
701,701,1,2750.0,Paid
702,702,1,1700.0,Pending
703,703,3,2450.0,Paid
704,704,1,3700.0,Pending
705,705,1,3700.0,Paid
706,706,2,4700.0,Pending
707,707,1,5600.0,Pending
708,708,3,1000.0,Pending
709,709,2,1800.0,Paid
710,710,2,4000.0,Paid
711,711,1,1900.0,Paid
712,712,3,2200.0,Paid
713,713,3,1000.0,Pending
714,714,3,800.0,Paid
715,715,3,5000.0,Paid
716,716,3,5050.0,Paid
717,717,1,4150.0,Paid
718,718,2,2350.0,Paid
719,719,3,5000.0,Pending
720,720,3,800.0,Paid
721,721,2,4000.0,Pending
722,722,2,2650.0,Paid
723,723,3,3400.0,Pending
724,724,3,4350.0,Paid
725,725,1,1150.0,Pending
726,726,3,1400.0,Paid
727,727,3,1000.0,Paid
728,728,1,2500.0,Paid
729,729,2,1200.0,Pending
730,730,3,4700.0,Pending
731,731,1,200.0,Paid
732,732,3,3000.0,Paid
733,733,1,1900.0,Pending
734,734,3,700.0,Pending
735,735,3,1900.0,Pending
736,736,1,4100.0,Paid
737,737,3,4400.0,Paid
738,738,2,1200.0,Paid
739,739,1,1400.0,Paid
740,740,3,2700.0,Pending
741,741,3,2400.0,Pending
742,742,2,400.0,Pending
743,743,1,4600.0,Paid
744,744,1,3300.0,Pending
745,745,1,1800.0,Paid
746,746,2,1850.0,Pending
747,747,1,1200.0,Pending
748,748,3,900.0,Paid
749,749,3,1100.0,Pending
750,750,1,400.0,Paid
751,751,2,3400.0,Paid
752,752,2,4000.0,Pending
753,753,2,3750.0,Pending
754,754,3,2000.0,Paid
755,755,2,3200.0,Paid
756,756,1,1100.0,Pending
757,757,2,3450.0,Paid
758,758,1,700.0,Pending
759,759,3,900.0,Paid
760,760,2,5700.0,Pending
761,761,2,1500.0,Paid
762,762,1,2800.0,Paid
763,763,2,900.0,Paid
764,764,3,3850.0,Pending
765,765,1,4200.0,Paid
766,766,3,1300.0,Paid
767,767,1,2600.0,Paid
768,768,3,3100.0,Pending
769,769,2,2600.0,Pending
770,770,1,1400.0,Paid
771,771,2,400.0,Pending
772,772,3,1400.0,Pending
773,773,2,1800.0,Pending
774,774,2,1200.0,Paid
775,775,2,1600.0,Pending
776,776,2,2500.0,Paid
777,777,2,3600.0,Paid
778,778,2,2650.0,Pending
779,779,3,3800.0,Pending
780,780,1,2200.0,Paid
781,781,3,2700.0,Paid
782,782,1,6200.0,Pending
783,783,3,3600.0,Paid
784,784,3,4900.0,Paid
785,785,3,1000.0,Pending
786,786,1,3500.0,Paid
787,787,2,4600.0,Paid
788,788,2,3800.0,Paid
789,789,1,2900.0,Pending
790,790,3,3150.0,Pending
791,791,3,350.0,Pending
792,792,1,2400.0,Paid
793,793,2,1400.0,Pending
794,794,1,4200.0,Paid
795,795,3,2650.0,Pending
796,796,1,3250.0,Pending
797,797,2,2850.0,Paid
798,798,1,5300.0,Pending
799,799,2,1600.0,Pending
800,800,2,1800.0,Pending
801,801,2,1300.0,Pending
802,802,3,1300.0,Paid
803,803,2,2350.0,Pending
804,804,1,1800.0,Pending
805,805,1,3000.0,Pending
806,806,2,6300.0,Pending
807,807,3,1000.0,Pending
808,808,3,1050.0,Paid
809,809,1,6200.0,Pending
810,810,1,1800.0,Paid
811,811,2,3800.0,Paid
812,812,1,4400.0,Pending
813,813,3,2500.0,Paid
814,814,3,3750.0,Paid
815,815,1,3850.0,Paid
816,816,1,3950.0,Pending
817,817,3,1600.0,Paid
818,818,2,2400.0,Paid
819,819,1,2700.0,Pending
820,820,3,3000.0,Paid
821,821,2,1200.0,Paid
822,822,1,1000.0,Pending
823,823,1,1000.0,Pending
824,824,1,800.0,Paid
825,825,3,3900.0,Paid
826,826,3,4150.0,Paid
827,827,1,3850.0,Pending
828,828,1,1600.0,Paid
829,829,1,4300.0,Paid
830,830,1,3950.0,Paid
831,831,2,800.0,Paid
832,832,1,4950.0,Paid
833,833,1,3750.0,Pending
834,834,2,1200.0,Paid
835,835,2,3500.0,Pending
836,836,2,750.0,Paid
837,837,1,3300.0,Paid
838,838,2,3000.0,Paid
839,839,1,3400.0,Paid
840,840,3,4150.0,Paid
841,841,3,2400.0,Pending
842,842,3,600.0,Paid
843,843,2,1500.0,Pending
844,844,2,4500.0,Paid
845,845,2,6600.0,Paid
846,846,1,2000.0,Paid
847,847,3,3350.0,Paid
848,848,1,600.0,Paid
849,849,2,1800.0,Pending
850,850,1,3450.0,Paid
851,851,1,5600.0,Pending
852,852,3,4200.0,Paid
853,853,2,4800.0,Pending
854,854,2,3500.0,Pending
855,855,1,1200.0,Paid
856,856,1,7800.0,Pending
857,857,1,800.0,Pending
858,858,1,1700.0,Pending
859,859,3,2950.0,Pending
860,860,3,800.0,Pending
861,861,1,2000.0,Paid
862,862,3,2100.0,Pending
863,863,1,3850.0,Pending
864,864,1,800.0,Paid
865,865,3,2900.0,Paid
866,866,2,5000.0,Paid
867,867,1,1900.0,Paid
868,868,3,2400.0,Pending
869,869,2,2600.0,Pending
870,870,2,1650.0,Paid
871,871,2,800.0,Paid
872,872,1,2000.0,Pending
873,873,2,500.0,Pending
874,874,2,800.0,Pending
875,875,2,5250.0,Paid
876,876,2,1800.0,Pending
877,877,3,2600.0,Paid
878,878,3,1350.0,Pending
879,879,2,1950.0,Paid
880,880,1,2000.0,Pending
881,881,3,4200.0,Paid
882,882,1,2000.0,Pending
883,883,2,1200.0,Paid
884,884,3,800.0,Pending
885,885,2,3400.0,Paid
886,886,3,1000.0,Paid
887,887,2,1000.0,Pending
888,888,2,5450.0,Paid
889,889,2,3000.0,Pending
890,890,1,600.0,Pending
891,891,2,2100.0,Pending
892,892,2,2850.0,Paid
893,893,1,800.0,Paid
894,894,3,600.0,Paid
895,895,1,400.0,Pending
896,896,3,3050.0,Paid
897,897,2,3600.0,Paid
898,898,2,5400.0,Paid
899,899,2,5500.0,Paid
900,900,1,2800.0,Paid
901,901,1,4800.0,Pending
902,902,1,1200.0,Paid
903,903,3,1900.0,Pending
904,904,3,3500.0,Paid
905,905,3,2850.0,Pending
906,906,3,4600.0,Pending
907,907,2,3300.0,Pending
908,908,2,5100.0,Paid
909,909,2,2300.0,Paid
910,910,3,1800.0,Pending
911,911,2,4000.0,Pending
912,912,1,3100.0,Pending
913,913,2,200.0,Pending
914,914,3,4200.0,Paid
915,915,1,1750.0,Pending
916,916,1,5700.0,Pending
917,917,2,1600.0,Pending
918,918,3,1200.0,Pending
919,919,2,1850.0,Pending
920,920,3,2900.0,Paid
921,921,3,3400.0,Pending
922,922,3,4650.0,Paid
923,923,2,3850.0,Pending
924,924,2,1650.0,Pending
925,925,3,3800.0,Pending
926,926,1,4800.0,Paid
927,927,3,3500.0,Pending
928,928,3,5700.0,Pending
929,929,2,400.0,Paid
930,930,3,1200.0,Paid
931,931,3,2750.0,Paid
932,932,2,1000.0,Pending
933,933,1,3600.0,Paid
934,934,2,2600.0,Pending
935,935,2,5100.0,Paid
936,936,1,2750.0,Pending
937,937,3,3050.0,Paid
938,938,1,4500.0,Paid
